Strain	Accession	Date	Region	Country	Division	Authors	Journal	Title	Url	CTiter	CTiterSub	Clade Membership	Clock Length	DTiter	DTiterSub	Ep	Lbi	Ne	Num Date	Raw Date
A/Guangdong-Xiangzhou/1623/2011	EPI335807	2011-07-07	China	China	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	9.00	2011.51	2011-07-07
A/Guangdong/147/2011	EPI385958	2011-05-24	China	China	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	9.00	2011.40	2011-05-25
A/Venezuela/29/2010	EPI295405	2010-05-02	South America	Venezuela	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	4.00	2010.34	2010-05-03
A/Lorraine/7214/2009	EPI535882	2009-11-29	Europe	France	unknown	Institut Pasteur	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	4.00	2009.91	2009-11-30
A/Suriname/777/2010	EPI278828	2010-02-01	South America	Suriname	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	2.00	2010.09	2010-02-01
A/Athens/INS396/2010	EPI277148	2010-01-21	Europe	Greece	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	2.00	2010.06	2010-01-21
A/Sydney/DD3-11/2010	EPI326021	2010-07-23	Oceania	Australia	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	7.00	2010.56	2010-07-23
A/Goroka/19/2010	EPI294259	2010-04-28	Oceania	Papua New Guinea	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	2.00	2010.32	2010-04-28
A/Goroka/9/2010	EPI271957	2010-03-10	Oceania	Papua New Guinea	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	2.00	2010.19	2010-03-10
A/Vanimo/3/2010	EPI294251	2010-05-10	Oceania	Papua New Guinea	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	2.00	2010.36	2010-05-10
A/California/VRDL6/2010	EPI267664	2010-02-02	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	2.00	2010.09	2010-02-02
A/CapeTown/29/2010	EPI286988	2010-06-08	Africa	South Africa	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	2	0.00	0.00	0.00	3.00	0.00	4.00	2010.44	2010-06-08
A/HongKong/3960/2011	EPI346726	2011-04-21	China	Hong Kong	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	2	0.00	0.00	0.00	4.00	0.00	7.00	2011.30	2011-04-21
A/Alaska/14/2011	EPI332607	2011-03-30	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	2	0.00	0.00	0.00	4.00	0.00	4.00	2011.24	2011-03-30
A/Ecuador/IEC00027/2010	EPI341778	2010-12-25	South America	Ecuador	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	2	0.00	0.00	0.00	3.00	0.00	3.00	2010.98	2010-12-25
A/Ontario/RV2909/2009	EPI304170	2009-09-28	North America	Canada	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	1.00	2009.74	2009-09-29
A/Argentina/19618/2009	EPI267886	2009-12-06	South America	Argentina	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	2.00	2009.93	2009-12-06
A/Ethiopia/6/2010	EPI247266	2010-01-21	Africa	Ethiopia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	4.00	2010.06	2010-01-21
A/Slovakia/1634/2010	EPI295627	2010-04-02	Europe	Slovakia	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	4.00	2010.25	2010-04-03
A/Slovakia/1624/2010	EPI295621	2010-03-30	Europe	Slovakia	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	4.00	2010.24	2010-03-30
A/Tanzania/412/2011	EPI335834	2011-06-16	Africa	Tanzania	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.01	0.00	0.00	1.00	0.00	7.00	2011.46	2011-06-17
A/Wisconsin/629-D01102/2009	EPI249284	2009-10-05	North America	USA	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	4.00	2009.76	2009-10-06
A/Colombia/7779/2010	EPI280295	2010-07-08	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	4.00	2010.52	2010-07-08
A/Athens/INS413/2010	EPI277188	2010-02-05	Europe	Greece	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	5.00	2010.10	2010-02-05
A/Cameroon/LEID-06-10-590/2010	EPI331004	2010-05-25	Africa	Cameroon	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	4.00	2010.40	2010-05-26
A/Indiana/5/2010	EPI300966	2010-06-11	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	4.00	2010.44	2010-06-11
A/SriLanka/20887/2010	EPI610678	2010-02-12	South Asia	Sri Lanka	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	12.00	2010.12	2010-02-12
A/SriLanka/20708/2010	EPI610983	2010-11-29	South Asia	Sri Lanka	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2010.91	2010-11-30
A/SriLanka/20703/2010	EPI610662	2010-11-29	South Asia	Sri Lanka	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2010.91	2010-11-30
A/Srilanka/21/2010	EPI304387	2010-10-28	South Asia	Sri Lanka	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	5.00	2010.83	2010-10-29
A/Taiwan/2649/2011	EPI349534	2011-01-17	China	Taiwan	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.10	Unassigned	0.00	0.00	0.00	2.00	0.00	8.00	2011.05	2011-01-17
A/Singapore/GP496/2011	EPI381172	2011-02-10	Southeast Asia	Singapore	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.10	Unassigned	0.00	0.00	0.00	2.00	0.00	8.00	2011.11	2011-02-10
A/Bangalore/6106-16/2010	EPI615397	2010-08-17	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	5.00	2010.63	2010-08-17
A/Khorasan/5363/2011	EPI443143	2011-04-02	West Asia	Iran	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2011.25	2011-04-03
A/Venezuela/80/2011	EPI325554	2011-03-23	South America	Venezuela	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	7.00	2011.23	2011-03-24
A/Norway/924/2011	EPI326220	2011-02-21	Europe	Norway	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	4.00	0.00	7.00	2011.15	2011-02-22
A/Stockholm/8/2010	EPI301392	2010-11-26	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2010.91	2010-11-27
A/Philippines/2469/2011	EPI349255	2011-07-20	Southeast Asia	Philippines	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	7.00	2011.55	2011-07-21
A/Valparaiso/11240/2011	EPI366343	2011-05-28	South America	Chile	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2011.41	2011-05-29
A/RioGrandedoSul/359/2011	EPI339287	2011-06-07	South America	Brazil	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	5.00	2011.43	2011-06-07
A/Brazil/AVS08/2011	EPI387326	2011-06-08	South America	Brazil	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2011.44	2011-06-09
A/Oman/1102/2011	EPI342543	2011-04-28	West Asia	Oman	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2011.32	2011-04-28
A/Trinidad/1648/2011	EPI335837	2011-07-08	North America	Trinidad And Tobago	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2011.52	2011-07-08
A/Natal/117057/2012	EPI397458	2012-01-13	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2012.04	2012-01-13
A/Kenya/196/2011	EPI357513	2011-11-10	Africa	Kenya	unknown	Usamru K	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	9.00	2011.86	2011-11-10
A/Kenya/7495/2011	EPI356268	2011-11-18	Africa	Kenya	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	7.00	2011.88	2011-11-18
A/Samsun/TR-39/2011	EPI334720	2011-02-08	West Asia	Turkey	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	5.00	2011.11	2011-02-08
A/Singapore/DMS1239/2012	EPI634292	2012-05-25	Southeast Asia	Singapore	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.01	0.00	0.00	2.00	0.00	6.00	2012.40	2012-05-25
A/Sanandaj/5720/2011	EPI443153	2011-03-06	West Asia	Iran	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	5.00	2011.18	2011-03-06
A/Philippines/477/2011	EPI331617	2011-03-08	Southeast Asia	Philippines	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	5.00	2011.19	2011-03-09
A/RioGrandedoSul/570/2011	EPI339258	2011-06-27	South America	Brazil	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	5.00	2011.49	2011-06-28
A/Casablanca/117/2011	EPI340881	2011-02-14	Africa	Morocco	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	5.00	2011.13	2011-02-15
A/Johannesburg/128/2011	EPI346651	2011-06-07	Africa	South Africa	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	8.00	2011.43	2011-06-07
A/SriLanka/22700/2010	EPI610746	2010-12-25	South Asia	Sri Lanka	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	8.00	2010.98	2010-12-25
A/SriLanka/2290/2011	EPI610753	2011-02-02	South Asia	Sri Lanka	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	4.00	0.00	9.00	2011.09	2011-02-03
A/Peru/PER045/2011	EPI494537	2011-11-30	South America	Peru	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	7.00	2011.92	2011-12-01
A/Uruguay/863/2011	EPI346929	2011-07-05	South America	Uruguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	7.00	2011.51	2011-07-06
A/Argentina/1171/2011	EPI357968	2011-09-24	South America	Argentina	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	9.00	2011.73	2011-09-25
A/Bolivia/262/2011	EPI341956	2011-08-07	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	8.00	2011.60	2011-08-08
A/Darwin/2/2011	EPI319168	2011-01-13	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	7.00	2011.04	2011-01-13
A/Singapore/TT489/2010	EPI385879	2010-12-13	Southeast Asia	Singapore	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	6.00	2010.95	2010-12-13
A/Ontario/RV1255/2011	EPI325560	2011-05-06	North America	Canada	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.03	3.00	0.00	8.00	2011.34	2011-05-06
A/Stockholm/35/2011	EPI347564	2011-11-22	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	8.00	2011.89	2011-11-22
A/Johannesburg/150/2011	EPI346655	2011-07-10	Africa	South Africa	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	4.00	0.00	6.00	2011.52	2011-07-10
A/Uganda/2707/2011	EPI331219	2011-05-23	Africa	Uganda	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	7.00	2011.39	2011-05-23
A/Brazil/229/2012	EPI397895	2012-05-21	South America	Brazil	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	9.00	2012.39	2012-05-20
A/Stockholm/36/2011	EPI347567	2011-11-26	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	8.00	2011.91	2011-11-27
A/Santiago/14689/2011	EPI366317	2011-07-12	South America	Chile	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	8.00	2011.53	2011-07-12
A/Santiago/17529/2011	EPI366323	2011-08-15	South America	Chile	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	4.00	0.00	9.00	2011.62	2011-08-16
A/Paraguay/188/2011	EPI349342	2011-11-21	South America	Paraguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	4.00	0.00	9.00	2011.89	2011-11-21
A/Paraguay/105/2011	EPI349349	2011-11-08	South America	Paraguay	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	8.00	2011.86	2011-11-09
A/Colombia/4117/2009	EPI243875	2009-10-12	South America	Colombia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	1.00	2009.78	2009-10-12
A/NorthCarolina/6/2010	EPI278838	2010-03-08	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.10	Unassigned	0.00	0.00	0.10	1.00	0.00	3.00	2010.19	2010-03-09
A/Victoria/2131/2009	EPI233085	2009-11-29	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	2.00	2009.91	2009-11-29
A/England/434/2009	EPI240572	2009-06-30	Europe	United Kingdom	unknown	Microbiology Services Colindale Public Health England	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.01	3.00	2009.50	2009-06-XX
A/Qatar/89/2009	EPI210452	2009-06-16	West Asia	Qatar	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.01	2.00	2009.46	2009-06-17
A/India/3725/2010	EPI273897	2010-04-02	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	3.00	2010.25	2010-04-03
A/Bangkok/SIMI506/2010	EPI598883	2010-09-27	Southeast Asia	Thailand	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	5.00	2010.74	2010-09-28
A/Aichi/74/2011	EPI334859	2011-01-25	Japan Korea	Japan	unknown	Aichi Prefectural Institute Of Public Health	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	6.00	2011.07	2011-01-25
A/Florida/8/2011	EPI309886	2011-02-02	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	7.00	2011.09	2011-02-03
A/Bangladesh/6004/2010	EPI366267	2010-09-05	South Asia	Bangladesh	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	4.00	2010.68	2010-09-05
A/Brisbane/72/2011	EPI331697	2011-03-01	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	5.00	2011.17	2011-03-02
A/Pakistan/680/2011	EPI335819	2011-07-01	West Asia	Pakistan	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	5.00	2011.50	2011-07-02
A/Srinigar/4/2011	EPI537430	2011-01-03	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	4.00	2011.01	2011-01-03
A/Srinigar/234/2011	EPI537437	2011-03-08	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	4.00	2011.18	2011-03-08
A/Srinigar/385/2011	EPI537439	2011-04-03	South Asia	India	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.03	3	0.00	0.00	0.00	1.00	0.00	5.00	2011.26	2011-04-04
A/Nagasaki/9N057/2009	EPI349493	2009-11-08	Japan Korea	Japan	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.00	2.00	2009.86	2009-11-09
A/Lebanon/9L-29/2009	EPI320624	2009-11-04	West Asia	Lebanon	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	3.00	0.00	3.00	2009.85	2009-11-05
A/Malmo/2/2010	EPI269546	2010-05-06	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	3.00	2010.35	2010-05-07
A/Tanzania/386/2009	EPI217173	2009-09-09	Africa	Tanzania	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.01	2.00	2009.69	2009-09-10
A/Madagascar/1/2010	EPI278576	2009-12-18	Africa	Madagascar	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.00	3.00	2009.97	2009-12-19
A/Bolivia/1516/2010	EPI295423	2010-09-05	South America	Bolivia	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.00	Unassigned	0.01	0.00	0.00	2.00	0.00	2.00	2010.68	2010-09-06
A/Nagano/2181/2010	EPI294040	2010-09-24	Japan Korea	Japan	unknown	National Institute Of Infectious Diseases (Niid)	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.00	1.00	0.00	3.00	2010.73	2010-09-24
A/SriLanka/23194/2010	EPI610767	2010-12-29	South Asia	Sri Lanka	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.00	1.00	0.00	8.00	2011.00	2010-12-30
A/India/NIV1028800/2010	EPI332792	2010-06-16	South Asia	India	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.00	1.00	0.00	5.00	2010.46	2010-06-17
A/Uganda/MUWRP-236/2010	EPI530155	2010-12-17	Africa	Uganda	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.00	1.00	0.00	4.00	2010.96	2010-12-17
A/NewHampshire/3/2010	EPI295519	2010-10-04	North America	USA	unknown	Centers For Disease Control And Prevention	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.00	2.00	0.00	3.00	2010.76	2010-10-04
A/Niigata/10F117/2011	EPI340552	2011-01-25	Japan Korea	Japan	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.00	2.00	0.00	7.00	2011.07	2011-01-25
A/Iceland/59/2011	EPI346697	2011-03-23	Europe	Iceland	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2011.23	2011-03-24
A/Gothenburg/1/2011	EPI318244	2011-04-12	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2011.28	2011-04-12
A/Umea/1/2011	EPI318266	2011-05-18	Europe	Sweden	unknown	Swedish Institute For Infectious Disease Control	unknown	unknown	unknown	0.00	0.03	Unassigned	0.00	0.00	0.00	2.00	0.00	6.00	2011.38	2011-05-19
A/Japan/NHRC0004/2009	EPI275001	2009-08-03	Japan Korea	Japan	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.01	1.00	2009.59	2009-08-04
A/Guam/NHRC0014/2009	EPI274873	2009-09-20	Oceania	Guam	unknown	Other Database Import	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.01	2.00	2009.72	2009-09-20
A/Brisbane/17/2009	EPI179071	2009-05-06	Oceania	Australia	unknown	Who Collaborating Centre For Reference And Research On Influenza	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.02	2.00	2009.35	2009-05-07
A/Chongqing/SWL1/2009	EPI253230	2009-06-16	China	China	unknown	Who Chinese National Influenza Center	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	1.00	0.01	3.00	2009.46	2009-06-17
A/Mauritius/MP-t/2009	EPI210530	2009-06-30	Africa	Mauritius	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.01	1.00	2009.50	2009-07-01
A/Cyprus/S17/2009	EPI210490	2009-06-01	West Asia	Cyprus	unknown	National Institute For Medical Research	unknown	unknown	unknown	0.00	0.00	Unassigned	0.00	0.00	0.00	2.00	0.02	1.00	2009.42	2009-06-01
