Accession,Length,Host,Protein,Subtype,Country,Region,Month,Day,Year,Virus,Age,BirthYear
ABC43521,95,Human,M2,H3N2,New Zealand,S,9,21,2004,Influenza A virus (A/Canterbury/207/2004(H3N2))XX,68,1936
ABC43532,95,Human,M2,H3N2,New Zealand,S,9,22,2004,Influenza A virus (A/Canterbury/208/2004(H3N2))XX,28,1976
ABC43475,566,Human,HA,H3N2,New Zealand,S,8,18,2004,Influenza A virus (A/Canterbury/21/2004(H3N2))XX,48,1956
ABC43541,566,Human,HA,H3N2,New Zealand,S,9,22,2004,Influenza A virus (A/Canterbury/210/2004(H3N2))XX,60,1944
ABC43548,716,Human,PA,H3N2,New Zealand,S,9,22,2004,Influenza A virus (A/Canterbury/210/2004(H3N2))XX,60,1944
ABC43549,757,Human,PB1,H3N2,New Zealand,S,9,22,2004,Influenza A virus (A/Canterbury/210/2004(H3N2))XX,60,1944
ABC42705,759,Human,PB2,H3N2,New Zealand,S,8,19,2004,Influenza A virus (A/Canterbury/23/2004(H3N2))XX,59,1945
ABC43493,716,Human,PA,H3N2,New Zealand,S,8,11,2004,Influenza A virus (A/Canterbury/24/2004(H3N2))XX,30,1974
ABC67972,230,Human,NS1,H3N2,New Zealand,S,5,13,2002,Influenza A virus (A/Canterbury/27/2002(H3N2))XX,2,2000
ABC67981,469,Human,NA,H3N2,New Zealand,S,5,15,2002,Influenza A virus (A/Canterbury/29/2002(H3N2))XX,0,2002
ABD60834,566,Human,HA,H3N2,New Zealand,S,5,5,2000,Influenza A virus (A/Canterbury/3/2000(H3N2))XX,49,1951
ABD60837,469,Human,NA,H3N2,New Zealand,S,5,5,2000,Influenza A virus (A/Canterbury/3/2000(H3N2))XX,49,1951
ABD60839,230,Human,NS1,H3N2,New Zealand,S,5,5,2000,Influenza A virus (A/Canterbury/3/2000(H3N2))XX,49,1951
ABD60841,716,Human,PA,H3N2,New Zealand,S,5,5,2000,Influenza A virus (A/Canterbury/3/2000(H3N2))XX,49,1951
ABC42827,566,Human,HA,H3N2,New Zealand,S,9,25,2004,Influenza A virus (A/Canterbury/303/2004(H3N2))XX,77,1927
ABC42830,469,Human,NA,H3N2,New Zealand,S,9,25,2004,Influenza A virus (A/Canterbury/303/2004(H3N2))XX,77,1927
ABC42834,716,Human,PA,H3N2,New Zealand,S,9,25,2004,Influenza A virus (A/Canterbury/303/2004(H3N2))XX,77,1927
ABC42838,566,Human,HA,H3N2,New Zealand,S,10,4,2004,Influenza A virus (A/Canterbury/304/2004(H3N2))XX,67,1937
ABC42841,469,Human,NA,H3N2,New Zealand,S,10,4,2004,Influenza A virus (A/Canterbury/304/2004(H3N2))XX,67,1937
ABC42842,498,Human,NP,H3N2,New Zealand,S,10,4,2004,Influenza A virus (A/Canterbury/304/2004(H3N2))XX,67,1937
ABC86021,469,Human,NA,H3N2,New Zealand,S,10,6,2004,Influenza A virus (A/Canterbury/308/2004(H3N2))XX,73,1931
ABC84433,566,Human,HA,H3N2,New Zealand,S,10,6,2004,Influenza A virus (A/Canterbury/309/2004(H3N2))XX,53,1951
ABC84438,230,Human,NS1,H3N2,New Zealand,S,10,6,2004,Influenza A virus (A/Canterbury/309/2004(H3N2))XX,53,1951
ABC67457,469,Human,NA,H3N2,New Zealand,S,6,20,2002,Influenza A virus (A/Canterbury/31/2002(H3N2))XX,54,1948
ABC42854,230,Human,NS1,H3N2,New Zealand,S,10,7,2004,Influenza A virus (A/Canterbury/311/2004(H3N2))XX,70,1934
ABC42856,716,Human,PA,H3N2,New Zealand,S,10,7,2004,Influenza A virus (A/Canterbury/311/2004(H3N2))XX,70,1934
ABC42858,90,Human,PB1-F2,H3N2,New Zealand,S,10,7,2004,Influenza A virus (A/Canterbury/311/2004(H3N2))XX,70,1934
ABC86000,498,Human,NP,H3N2,New Zealand,S,10,10,2004,Influenza A virus (A/Canterbury/312/2004(H3N2))XX,32,1972
ABC86004,757,Human,PB1,H3N2,New Zealand,S,10,10,2004,Influenza A virus (A/Canterbury/312/2004(H3N2))XX,32,1972
ABC42860,566,Human,HA,H3N2,New Zealand,S,9,28,2004,Influenza A virus (A/Canterbury/315/2004(H3N2))XX,88,1916
ABC67989,566,Human,HA,H3N2,New Zealand,S,6,20,2002,Influenza A virus (A/Canterbury/33/2002(H3N2))XX,74,1928
ABC67992,469,Human,NA,H3N2,New Zealand,S,6,20,2002,Influenza A virus (A/Canterbury/33/2002(H3N2))XX,74,1928
ABC67994,230,Human,NS1,H3N2,New Zealand,S,6,20,2002,Influenza A virus (A/Canterbury/33/2002(H3N2))XX,74,1928
ABC67996,716,Human,PA,H3N2,New Zealand,S,6,20,2002,Influenza A virus (A/Canterbury/33/2002(H3N2))XX,74,1928
ABC67999,759,Human,PB2,H3N2,New Zealand,S,6,20,2002,Influenza A virus (A/Canterbury/33/2002(H3N2))XX,74,1928
ABC68004,498,Human,NP,H3N2,New Zealand,S,6,18,2002,Influenza A virus (A/Canterbury/34/2002(H3N2))XX,5,1997
ABC50238,230,Human,NS1,H3N2,New Zealand,S,6,13,2002,Influenza A virus (A/Canterbury/35/2002(H3N2))XX,28,1974
ABC50239,121,Human,NS2,H3N2,New Zealand,S,6,13,2002,Influenza A virus (A/Canterbury/35/2002(H3N2))XX,28,1974
ABE12123,566,Human,HA,H3N2,New Zealand,S,7,6,2001,Influenza A virus (A/Canterbury/36/2001(H3N2))XX,18,1983
ABE12126,469,Human,NA,H3N2,New Zealand,S,7,6,2001,Influenza A virus (A/Canterbury/36/2001(H3N2))XX,18,1983
ABE12132,90,Human,PB1-F2,H3N2,New Zealand,S,7,6,2001,Influenza A virus (A/Canterbury/36/2001(H3N2))XX,18,1983
ABE12133,759,Human,PB2,H3N2,New Zealand,S,7,6,2001,Influenza A virus (A/Canterbury/36/2001(H3N2))XX,18,1983
ABC85776,566,Human,HA,H3N2,New Zealand,S,8,27,2000,Influenza A virus (A/Canterbury/38/2000(H3N2))XX,61,1939
ABC41692,566,Human,HA,H3N2,New Zealand,S,7,14,2003,Influenza A virus (A/Canterbury/382/2003(H3N2))XX,2,2001
ABC41725,566,Human,HA,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/386/2003(H3N2))XX,1,2002
ABC41728,469,Human,NA,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/386/2003(H3N2))XX,1,2002
ABC41734,79,Human,PB1-F2,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/386/2003(H3N2))XX,1,2002
ABC41968,498,Human,NP,H3N2,New Zealand,S,8,17,2003,Influenza A virus (A/Canterbury/392/2003(H3N2))XX,1,2002
ABC42147,566,Human,HA,H3N2,New Zealand,S,8,14,2003,Influenza A virus (A/Canterbury/398/2003(H3N2))XX,0,2003
ABC42150,469,Human,NA,H3N2,New Zealand,S,8,14,2003,Influenza A virus (A/Canterbury/398/2003(H3N2))XX,0,2003
ABC42157,759,Human,PB2,H3N2,New Zealand,S,8,14,2003,Influenza A virus (A/Canterbury/398/2003(H3N2))XX,0,2003
ABC42933,498,Human,NP,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/399/2003(H3N2))XX,14,1989
ABC42936,716,Human,PA,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/399/2003(H3N2))XX,14,1989
ABC42937,757,Human,PB1,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/399/2003(H3N2))XX,14,1989
ABC42943,469,Human,NA,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/401/2003(H3N2))XX,13,1990
ABC42948,757,Human,PB1,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/401/2003(H3N2))XX,13,1990
ABC42172,469,Human,NA,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/404/2003(H3N2))XX,81,1922
ABC42179,759,Human,PB2,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/404/2003(H3N2))XX,81,1922
ABC42181,252,Human,M1,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/405/2003(H3N2))XX,25,1978
ABC42187,716,Human,PA,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/405/2003(H3N2))XX,25,1978
ABC42202,759,Human,PB2,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/406/2003(H3N2))XX,29,1974
ABC42958,716,Human,PA,H3N2,New Zealand,S,7,5,2003,Influenza A virus (A/Canterbury/408/2003(H3N2))XX,1,2002
ABC67326,716,Human,PA,H3N2,New Zealand,S,7,6,2003,Influenza A virus (A/Canterbury/409/2003(H3N2))XX,1,2002
ABC42309,97,Human,M2,H3N2,New Zealand,S,7,6,2003,Influenza A virus (A/Canterbury/410/2003(H3N2))XX,2,2001
ABC42318,566,Human,HA,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/411/2003(H3N2))XX,2,2001
ABC42328,759,Human,PB2,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/411/2003(H3N2))XX,2,2001
ABC42351,230,Human,NS1,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/412/2003(H3N2))XX,100,1903
ABC42356,759,Human,PB2,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/412/2003(H3N2))XX,100,1903
ABC42468,716,Human,PA,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/416/2003(H3N2))XX,1,2002
ABC42469,757,Human,PB1,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/416/2003(H3N2))XX,1,2002
ABC42972,759,Human,PB2,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/417/2003(H3N2))XX,22,1981
ABC42516,566,Human,HA,H3N2,New Zealand,S,7,14,2003,Influenza A virus (A/Canterbury/423/2003(H3N2))XX,39,1964
ABC42523,716,Human,PA,H3N2,New Zealand,S,7,14,2003,Influenza A virus (A/Canterbury/423/2003(H3N2))XX,39,1964
ABC42524,757,Human,PB1,H3N2,New Zealand,S,7,14,2003,Influenza A virus (A/Canterbury/423/2003(H3N2))XX,39,1964
ABC42525,90,Human,PB1-F2,H3N2,New Zealand,S,7,14,2003,Influenza A virus (A/Canterbury/423/2003(H3N2))XX,39,1964
ABD16543,230,Human,NS1,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/425/2003(H3N2))XX,79,1924
ABD16548,759,Human,PB2,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/425/2003(H3N2))XX,79,1924
ABD16527,566,Human,HA,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/426/2003(H3N2))XX,4,1999
ABD16530,469,Human,NA,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/426/2003(H3N2))XX,4,1999
ABC42976,469,Human,NA,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/427/2003(H3N2))XX,22,1981
ABC42983,759,Human,PB2,H3N2,New Zealand,S,7,15,2003,Influenza A virus (A/Canterbury/427/2003(H3N2))XX,22,1981
ABC42992,757,Human,PB1,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/428/2003(H3N2))XX,1,2002
ABC42993,90,Human,PB1-F2,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/428/2003(H3N2))XX,1,2002
ABC43002,716,Human,PA,H3N2,New Zealand,S,7,28,2003,Influenza A virus (A/Canterbury/430/2003(H3N2))XX,10,1993
ABC42581,716,Human,PA,H3N2,New Zealand,S,7,14,2003,Influenza A virus (A/Canterbury/434/2003(H3N2))XX,42,1961
ABC42584,759,Human,PB2,H3N2,New Zealand,S,7,14,2003,Influenza A virus (A/Canterbury/434/2003(H3N2))XX,42,1961
ABC43033,230,Human,NS1,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/435/2003(H3N2))XX,85,1918
ABC43035,716,Human,PA,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/435/2003(H3N2))XX,85,1918
ABC43036,757,Human,PB1,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/435/2003(H3N2))XX,85,1918
ABC43042,469,Human,NA,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/436/2003(H3N2))XX,16,1987
ABC43052,95,Human,M2,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/437/2003(H3N2))XX,80,1923
ABC43064,469,Human,NA,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/438/2003(H3N2))XX,32,1971
ABC43068,716,Human,PA,H3N2,New Zealand,S,7,16,2003,Influenza A virus (A/Canterbury/438/2003(H3N2))XX,32,1971
ABC43072,566,Human,HA,H3N2,New Zealand,S,7,17,2003,Influenza A virus (A/Canterbury/439/2003(H3N2))XX,53,1950
ABC43076,498,Human,NP,H3N2,New Zealand,S,7,17,2003,Influenza A virus (A/Canterbury/439/2003(H3N2))XX,53,1950
ABC43077,230,Human,NS1,H3N2,New Zealand,S,7,17,2003,Influenza A virus (A/Canterbury/439/2003(H3N2))XX,53,1950
ABD77647,230,Human,NS1,H3N2,New Zealand,S,7,11,2001,Influenza A virus (A/Canterbury/44/2001(H3N2))XX,78,1923
ABC43086,469,Human,NA,H3N2,New Zealand,S,8,5,2003,Influenza A virus (A/Canterbury/440/2003(H3N2))XX,13,1990
ABC43105,566,Human,HA,H3N2,New Zealand,S,8,15,2003,Influenza A virus (A/Canterbury/442/2003(H3N2))XX,61,1942
ABC43112,716,Human,PA,H3N2,New Zealand,S,8,15,2003,Influenza A virus (A/Canterbury/442/2003(H3N2))XX,61,1942
ABC43115,759,Human,PB2,H3N2,New Zealand,S,8,15,2003,Influenza A virus (A/Canterbury/442/2003(H3N2))XX,61,1942
ABC42595,759,Human,PB2,H3N2,New Zealand,S,8,17,2003,Influenza A virus (A/Canterbury/444/2003(H3N2))XX,2,2001
ABC67650,757,Human,PB1,H3N2,New Zealand,S,6,9,2002,Influenza A virus (A/Canterbury/46/2002(H3N2))XX,79,1923
ABC67652,759,Human,PB2,H3N2,New Zealand,S,6,9,2002,Influenza A virus (A/Canterbury/46/2002(H3N2))XX,79,1923
ABC50255,566,Human,HA,H3N2,New Zealand,S,6,8,2002,Influenza A virus (A/Canterbury/47/2002(H3N2))XX,0,2002
ABC50258,469,Human,NA,H3N2,New Zealand,S,6,8,2002,Influenza A virus (A/Canterbury/47/2002(H3N2))XX,0,2002
ABC50282,230,Human,NS1,H3N2,New Zealand,S,6,7,2002,Influenza A virus (A/Canterbury/49/2002(H3N2))XX,72,1930
ABC50283,121,Human,NS2,H3N2,New Zealand,S,6,7,2002,Influenza A virus (A/Canterbury/49/2002(H3N2))XX,72,1930
ABC50298,759,Human,PB2,H3N2,New Zealand,S,6,11,2002,Influenza A virus (A/Canterbury/50/2002(H3N2))XX,0,2002
ABC50299,566,Human,HA,H3N2,New Zealand,S,6,10,2002,Influenza A virus (A/Canterbury/53/2002(H3N2))XX,0,2002
ABC50302,469,Human,NA,H3N2,New Zealand,S,6,10,2002,Influenza A virus (A/Canterbury/53/2002(H3N2))XX,0,2002
ABC50303,498,Human,NP,H3N2,New Zealand,S,6,10,2002,Influenza A virus (A/Canterbury/53/2002(H3N2))XX,0,2002
ABC50309,759,Human,PB2,H3N2,New Zealand,S,6,10,2002,Influenza A virus (A/Canterbury/53/2002(H3N2))XX,0,2002
ABD61377,716,Human,PA,H3N2,New Zealand,S,8,10,2000,Influenza A virus (A/Canterbury/55/2000(H3N2))XX,28,1972
ABD61379,90,Human,PB1-F2,H3N2,New Zealand,S,8,10,2000,Influenza A virus (A/Canterbury/55/2000(H3N2))XX,28,1972
ABD16295,468,Human,NA,H3N2,New Zealand,S,9,4,2000,Influenza A virus (A/Canterbury/56/2000(H3N2))XX,12,1988
ABC50313,469,Human,NA,H3N2,New Zealand,S,6,25,2002,Influenza A virus (A/Canterbury/56/2002(H3N2))XX,2,2000
ABC50315,230,Human,NS1,H3N2,New Zealand,S,6,25,2002,Influenza A virus (A/Canterbury/56/2002(H3N2))XX,2,2000
ABC50319,90,Human,PB1-F2,H3N2,New Zealand,S,6,25,2002,Influenza A virus (A/Canterbury/56/2002(H3N2))XX,2,2000
ABC50320,759,Human,PB2,H3N2,New Zealand,S,6,25,2002,Influenza A virus (A/Canterbury/56/2002(H3N2))XX,2,2000
ABC67653,566,Human,HA,H3N2,New Zealand,S,6,27,2002,Influenza A virus (A/Canterbury/57/2002(H3N2))XX,79,1923
ABD60847,97,Human,M2,H3N2,New Zealand,S,9,5,2000,Influenza A virus (A/Canterbury/58/2000(H3N2))XX,33,1967
ABC50321,566,Human,HA,H3N2,New Zealand,S,7,2,2002,Influenza A virus (A/Canterbury/59/2002(H3N2))XX,1,2001
ABC50328,716,Human,PA,H3N2,New Zealand,S,7,2,2002,Influenza A virus (A/Canterbury/59/2002(H3N2))XX,1,2001
ABC85952,566,Human,HA,H3N2,New Zealand,S,6,30,2002,Influenza A virus (A/Canterbury/60/2002(H3N2))XX,0,2002
ABC85955,469,Human,NA,H3N2,New Zealand,S,6,30,2002,Influenza A virus (A/Canterbury/60/2002(H3N2))XX,0,2002
ABC85959,716,Human,PA,H3N2,New Zealand,S,6,30,2002,Influenza A virus (A/Canterbury/60/2002(H3N2))XX,0,2002
ABC85962,759,Human,PB2,H3N2,New Zealand,S,6,30,2002,Influenza A virus (A/Canterbury/60/2002(H3N2))XX,0,2002
ABD38137,469,Human,NA,H3N2,New Zealand,S,6,30,2002,Influenza A virus (A/Canterbury/61/2002(H3N2))XX,1,2001
ABD38138,498,Human,NP,H3N2,New Zealand,S,6,30,2002,Influenza A virus (A/Canterbury/61/2002(H3N2))XX,1,2001
ABD38142,757,Human,PB1,H3N2,New Zealand,S,6,30,2002,Influenza A virus (A/Canterbury/61/2002(H3N2))XX,1,2001
ABU87912,52,Human,PB1-F2,H3N2,New Zealand,S,6,30,2002,Influenza A virus (A/Canterbury/61/2002(H3N2))XX,1,2001
ABF82651,566,Human,HA,H3N2,New Zealand,S,9,4,2000,Influenza A virus (A/Canterbury/62/2000(H3N2))XX,1,1999
ABF82653,96,Human,M2,H3N2,New Zealand,S,9,4,2000,Influenza A virus (A/Canterbury/62/2000(H3N2))XX,1,1999
ABF82654,469,Human,NA,H3N2,New Zealand,S,9,4,2000,Influenza A virus (A/Canterbury/62/2000(H3N2))XX,1,1999
ABF82656,230,Human,NS1,H3N2,New Zealand,S,9,4,2000,Influenza A virus (A/Canterbury/62/2000(H3N2))XX,1,1999
ABF82658,716,Human,PA,H3N2,New Zealand,S,9,4,2000,Influenza A virus (A/Canterbury/62/2000(H3N2))XX,1,1999
ABC85944,469,Human,NA,H3N2,New Zealand,S,7,1,2002,Influenza A virus (A/Canterbury/62/2002(H3N2))XX,1,2001
ABC85948,716,Human,PA,H3N2,New Zealand,S,7,1,2002,Influenza A virus (A/Canterbury/62/2002(H3N2))XX,1,2001
ABC85935,230,Human,NS1,H3N2,New Zealand,S,7,2,2002,Influenza A virus (A/Canterbury/64/2002(H3N2))XX,0,2002
ABD15789,759,Human,PB2,H3N2,New Zealand,S,9,9,2000,Influenza A virus (A/Canterbury/66/2000(H3N2))XX,87,1913
ABC68071,566,Human,HA,H3N2,New Zealand,S,6,28,2002,Influenza A virus (A/Canterbury/66/2002(H3N2))XX,71,1931
ABC68076,230,Human,NS1,H3N2,New Zealand,S,6,28,2002,Influenza A virus (A/Canterbury/66/2002(H3N2))XX,71,1931
ABC68078,716,Human,PA,H3N2,New Zealand,S,6,28,2002,Influenza A virus (A/Canterbury/66/2002(H3N2))XX,71,1931
ABC68080,90,Human,PB1-F2,H3N2,New Zealand,S,6,28,2002,Influenza A virus (A/Canterbury/66/2002(H3N2))XX,71,1931
ABD61392,566,Human,HA,H3N2,New Zealand,S,9,8,2000,Influenza A virus (A/Canterbury/67/2000(H3N2))XX,27,1973
ABD61399,716,Human,PA,H3N2,New Zealand,S,9,8,2000,Influenza A virus (A/Canterbury/67/2000(H3N2))XX,27,1973
ABD15800,759,Human,PB2,H3N2,New Zealand,S,9,8,2000,Influenza A virus (A/Canterbury/68/2000(H3N2))XX,63,1937
ABC50353,759,Human,PB2,H3N2,New Zealand,S,7,6,2002,Influenza A virus (A/Canterbury/69/2002(H3N2))XX,88,1914
ABC85919,566,Human,HA,H3N2,New Zealand,S,7,6,2002,Influenza A virus (A/Canterbury/70/2002(H3N2))XX,32,1970
ABC85922,469,Human,NA,H3N2,New Zealand,S,7,6,2002,Influenza A virus (A/Canterbury/70/2002(H3N2))XX,32,1970
ABC85924,230,Human,NS1,H3N2,New Zealand,S,7,6,2002,Influenza A virus (A/Canterbury/70/2002(H3N2))XX,32,1970
ABC85929,759,Human,PB2,H3N2,New Zealand,S,7,6,2002,Influenza A virus (A/Canterbury/70/2002(H3N2))XX,32,1970
ABD15770,96,Human,M2,H3N2,New Zealand,S,9,14,2000,Influenza A virus (A/Canterbury/71/2000(H3N2))XX,40,1960
ABC68093,566,Human,HA,H3N2,New Zealand,S,7,6,2002,Influenza A virus (A/Canterbury/72/2002(H3N2))XX,78,1924
ABC68097,498,Human,NP,H3N2,New Zealand,S,7,6,2002,Influenza A virus (A/Canterbury/72/2002(H3N2))XX,78,1924
ABC68096,469,Human,NA,H3N2,New Zealand,S,7,6,2002,Influenza A virus (A/Canterbury/72/2002(H3N2))XX,78,1924
ABJ09110,469,Human,NA,H3N2,New Zealand,S,9,14,2000,Influenza A virus (A/Canterbury/75/2000(H3N2))XX,33,1967
ABJ09111,498,Human,NP,H3N2,New Zealand,S,9,14,2000,Influenza A virus (A/Canterbury/75/2000(H3N2))XX,33,1967
ABJ09112,230,Human,NS1,H3N2,New Zealand,S,9,14,2000,Influenza A virus (A/Canterbury/75/2000(H3N2))XX,33,1967
ABJ09114,716,Human,PA,H3N2,New Zealand,S,9,14,2000,Influenza A virus (A/Canterbury/75/2000(H3N2))XX,33,1967
ABC50354,566,Human,HA,H3N2,New Zealand,S,7,11,2002,Influenza A virus (A/Canterbury/75/2002(H3N2))XX,0,2002
ABC50359,237,Human,NS1,H3N2,New Zealand,S,7,11,2002,Influenza A virus (A/Canterbury/75/2002(H3N2))XX,0,2002
ABC85911,469,Human,NA,H3N2,New Zealand,S,7,8,2002,Influenza A virus (A/Canterbury/76/2002(H3N2))XX,44,1958
ABC67550,716,Human,PA,H3N2,New Zealand,S,7,9,2002,Influenza A virus (A/Canterbury/79/2002(H3N2))XX,0,2002
ABC67553,759,Human,PB2,H3N2,New Zealand,S,7,9,2002,Influenza A virus (A/Canterbury/79/2002(H3N2))XX,0,2002
ABD15765,757,Human,PB1,H3N2,New Zealand,S,9,21,2000,Influenza A virus (A/Canterbury/80/2000(H3N2))XX,47,1953
ABC50370,230,Human,NS1,H3N2,New Zealand,S,7,11,2002,Influenza A virus (A/Canterbury/80/2002(H3N2))XX,0,2002
ABD15746,566,Human,HA,H3N2,New Zealand,S,9,21,2000,Influenza A virus (A/Canterbury/81/2000(H3N2))XX,0,2000
ABD15750,498,Human,NP,H3N2,New Zealand,S,9,21,2000,Influenza A virus (A/Canterbury/81/2000(H3N2))XX,0,2000
ABD15751,230,Human,NS1,H3N2,New Zealand,S,9,21,2000,Influenza A virus (A/Canterbury/81/2000(H3N2))XX,0,2000
ABD15754,757,Human,PB1,H3N2,New Zealand,S,9,21,2000,Influenza A virus (A/Canterbury/81/2000(H3N2))XX,0,2000
ABD15756,759,Human,PB2,H3N2,New Zealand,S,9,21,2000,Influenza A virus (A/Canterbury/81/2000(H3N2))XX,0,2000
ABC50376,566,Human,HA,H3N2,New Zealand,S,7,9,2002,Influenza A virus (A/Canterbury/81/2002(H3N2))XX,88,1914
ABD15724,566,Human,HA,H3N2,New Zealand,S,9,22,2000,Influenza A virus (A/Canterbury/85/2000(H3N2))XX,0,2000
ABD15734,759,Human,PB2,H3N2,New Zealand,S,9,22,2000,Influenza A virus (A/Canterbury/85/2000(H3N2))XX,0,2000
ABD61324,90,Human,PB1-F2,H3N2,New Zealand,S,8,31,2000,Influenza A virus (A/Canterbury/87/2000(H3N2))XX,30,1970
ABD15702,566,Human,HA,H3N2,New Zealand,S,10,3,2000,Influenza A virus (A/Canterbury/89/2000(H3N2))XX,0,2000
ABD15652,230,Human,NS1,H3N2,New Zealand,S,10,7,2000,Influenza A virus (A/Canterbury/90/2000(H3N2))XX,4,1996
ABD15654,716,Human,PA,H3N2,New Zealand,S,10,7,2000,Influenza A virus (A/Canterbury/90/2000(H3N2))XX,4,1996
ABD15655,757,Human,PB1,H3N2,New Zealand,S,10,7,2000,Influenza A virus (A/Canterbury/90/2000(H3N2))XX,4,1996
ABD15656,90,Human,PB1-F2,H3N2,New Zealand,S,10,7,2000,Influenza A virus (A/Canterbury/90/2000(H3N2))XX,4,1996
ABE12078,566,Human,HA,H3N2,New Zealand,S,10,12,2000,Influenza A virus (A/Canterbury/92/2000(H3N2))XX,23,1977
ABE12108,230,Human,NS1,H3N2,New Zealand,S,10,12,2000,Influenza A virus (A/Canterbury/92/2000(H3N2))XX,23,1977
ABE12115,90,Human,PB1-F2,H3N2,New Zealand,S,10,12,2000,Influenza A virus (A/Canterbury/92/2000(H3N2))XX,23,1977
ABD15691,566,Human,HA,H3N2,New Zealand,S,10,16,2000,Influenza A virus (A/Canterbury/93/2000(H3N2))XX,94,1906
ABC84571,566,Human,HA,H3N2,New Zealand,S,10,27,2000,Influenza A virus (A/Canterbury/99/2000(H3N2))XX,42,1958
ABA26700,566,Human,HA,H3N2,New Zealand,S,7,20,2004,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72,1932
ABA26701,252,Human,M1,H3N2,New Zealand,S,7,20,2004,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72,1932
ABA26704,498,Human,NP,H3N2,New Zealand,S,7,20,2004,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72,1932
ABA26707,716,Human,PA,H3N2,New Zealand,S,7,20,2004,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72,1932
ABA26708,757,Human,PB1,H3N2,New Zealand,S,7,20,2004,Influenza A virus (A/Christchurch/10/2004(H3N2))XX,72,1932
ABA26711,566,Human,HA,H3N2,New Zealand,S,7,20,2004,Influenza A virus (A/Christchurch/13/2004(H3N2))XX,74,1930
ABA26718,716,Human,PA,H3N2,New Zealand,S,7,20,2004,Influenza A virus (A/Christchurch/13/2004(H3N2))XX,74,1930
ABA26722,566,Human,HA,H3N2,New Zealand,S,8,12,2004,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1,2003
ABA26723,252,Human,M1,H3N2,New Zealand,S,8,12,2004,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1,2003
ABA26727,230,Human,NS1,H3N2,New Zealand,S,8,12,2004,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1,2003
ABA26729,716,Human,PA,H3N2,New Zealand,S,8,12,2004,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1,2003
ABA26732,759,Human,PB2,H3N2,New Zealand,S,8,12,2004,Influenza A virus (A/Christchurch/15/2004(H3N2))XX,1,2003
ABA26768,97,Human,M2,H3N2,New Zealand,S,9,22,2004,Influenza A virus (A/Christchurch/184/2004(H3N2))XX,28,1976
ABA26776,759,Human,PB2,H3N2,New Zealand,S,9,22,2004,Influenza A virus (A/Christchurch/184/2004(H3N2))XX,28,1976
ABA26792,498,Human,NP,H3N2,New Zealand,S,10,13,2004,Influenza A virus (A/Christchurch/297/2004(H3N2))XX,4,2000
ABA26809,759,Human,PB2,H3N2,New Zealand,S,10,24,2004,Influenza A virus (A/Christchurch/339/2004(H3N2))XX,80,1924
